Log, Time, T0, T1, T2
1567,1570168,28.61,36.43,44.73
1568,1571168,28.61,36.43,44.73
1569,1572168,28.61,49.12,32.03
1570,1573168,28.61,49.12,32.03
1571,1574168,41.80,36.43,32.03
1572,1575168,41.31,36.43,31.54
1573,1576168,41.31,34.96,31.54
1574,1577168,39.36,50.10,31.54
1575,1578168,28.61,50.10,31.54
1576,1579168,41.80,36.43,40.82
1577,1580168,42.29,36.43,31.54
1578,1581168,28.61,46.19,44.73
1579,1582168,28.61,36.91,44.73
1580,1583168,37.40,50.10,31.54
1581,1584168,41.80,36.43,42.77
1582,1585168,42.29,36.91,31.05
1583,1586168,28.61,49.12,45.21
1584,1587168,28.61,36.43,44.73
1585,1588168,41.31,50.59,31.05
1586,1589168,28.12,50.59,31.05
1587,1590168,41.80,36.43,42.77
1588,1591168,42.29,36.43,30.57
1589,1592168,41.80,34.96,30.57
1590,1593168,41.31,49.61,30.08
1591,1594168,40.82,47.66,30.08
1592,1595168,44.24,36.43,42.77
1593,1596168,42.29,36.91,42.77
1594,1597168,28.61,50.10,45.70
1595,1598168,28.61,49.12,43.26
1596,1599168,41.31,52.05,30.57
1597,1600168,28.61,36.91,43.75
1598,1601168,43.26,36.91,42.77
1599,1602168,28.61,50.10,30.08
1600,1603168,28.61,49.61,43.26
1601,1604168,41.80,36.91,30.57
1602,1605168,41.80,51.07,30.57
1603,1606168,28.61,36.91,43.26
1604,1607168,42.29,36.91,43.26
1605,1608168,42.29,36.91,42.77
1606,1609168,41.80,36.91,30.57
1607,1610168,41.80,36.91,30.08
1608,1611168,28.61,36.91,43.26
1609,1612168,28.61,36.91,42.77
1610,1613168,28.61,50.59,30.08
1611,1614168,28.61,50.10,29.59
1612,1615168,41.80,36.91,30.08
1613,1616168,28.61,48.63,42.29
1614,1617168,28.61,37.40,42.29
1615,1618168,40.82,50.10,30.08
1616,1619168,28.61,50.10,29.59
1617,1620168,41.80,37.40,37.89
1618,1621168,41.80,37.40,30.08
1619,1622168,28.12,46.19,41.31
1620,1623168,28.12,34.96,42.29
1621,1624168,28.12,35.45,42.29
1622,1625168,41.80,36.91,40.82
1623,1626168,41.80,37.40,29.10
1624,1627168,28.61,49.61,42.29
1625,1628168,28.61,36.91,42.77
1626,1629168,40.33,50.10,29.59
1627,1630168,28.12,50.59,29.59
1628,1631168,41.80,37.40,41.31
1629,1632168,28.61,50.10,44.24
1630,1633168,28.61,49.12,42.29
1631,1634168,41.31,52.54,29.59
1632,1635168,40.33,50.10,29.59
1633,1636168,43.75,37.40,41.80
1634,1637168,41.31,37.40,40.82
1635,1638168,28.61,49.61,44.24
1636,1639168,28.61,49.12,42.29
1637,1640168,28.61,49.12,42.29
1638,1641168,28.61,37.40,41.80
1639,1642168,43.26,37.40,41.31
1640,1643168,28.61,50.10,29.59
1641,1644168,28.12,49.12,43.26
1642,1645168,40.82,37.40,29.59
1643,1646168,40.82,51.07,29.10
1644,1647168,28.61,37.40,41.80
1645,1648168,28.61,50.59,29.10
1646,1649168,28.61,50.10,29.10
1647,1650168,41.31,37.40,29.10
1648,1651168,40.82,37.40,29.10
1649,1652168,28.12,36.43,40.82
1650,1653168,28.12,36.91,38.87
1651,1654168,27.64,45.70,27.64
1652,1655168,28.12,46.68,28.61
1653,1656168,28.61,47.17,29.10
1654,1657168,28.12,45.70,38.38
1655,1658168,28.12,36.91,38.87
1656,1659168,36.91,47.17,28.61
1657,1660168,28.12,47.17,28.61
1658,1661168,37.89,36.91,36.91
1659,1662168,37.89,36.91,28.61
1660,1663168,28.12,45.21,37.89
1661,1664168,36.91,47.17,28.61
1662,1665168,36.43,46.68,28.61
1663,1666168,37.89,36.43,37.40
1664,1667168,37.89,36.43,36.43
1665,1668168,27.64,45.70,38.38
1666,1669168,27.64,41.80,37.89
1667,1670168,36.43,46.68,28.61
1668,1671168,39.84,46.68,28.12
1669,1672168,27.15,46.68,28.12
1670,1673168,27.15,46.19,28.12
1671,1674168,27.15,45.70,38.38
1672,1675168,36.91,36.43,28.61
1673,1676168,35.94,46.19,28.12
1674,1677168,22.27,35.94,37.89
1675,1678168,36.91,35.94,36.91
1676,1679168,27.15,46.19,41.31
1677,1680168,36.91,35.94,28.12
1678,1681168,36.91,48.63,28.12
1679,1682168,26.66,35.45,37.40
1680,1683168,39.84,35.45,37.40
1681,1684168,26.66,45.70,27.64
1682,1685168,26.66,45.70,40.82
1683,1686168,36.91,35.94,28.12
1684,1687168,35.94,49.12,28.12
1685,1688168,36.43,47.17,27.64
1686,1689168,25.68,46.19,27.64
1687,1690168,26.17,46.19,27.64
1688,1691168,36.43,35.45,25.68
1689,1692168,36.43,35.45,27.64
1690,1693168,26.17,35.45,37.89
1691,1694168,26.17,35.45,38.38
1692,1695168,26.17,46.19,27.64
1693,1696168,36.91,35.45,36.43
1694,1697168,36.43,35.45,27.64
1695,1698168,25.68,44.24,37.89
1696,1699168,25.68,35.45,38.38
1697,1700168,34.96,46.19,27.64
1698,1701168,25.68,45.70,27.64
1699,1702168,36.43,35.45,36.43
1700,1703168,35.94,35.45,27.64
1701,1704168,36.43,35.45,27.64
1702,1705168,34.96,46.19,27.64
1703,1706168,34.47,45.70,27.64
1704,1707168,35.94,34.96,36.91
1705,1708168,35.94,35.45,36.43
1706,1709168,25.68,44.73,38.38
1707,1710168,25.68,43.75,37.89
1708,1711168,34.96,45.70,27.64
1709,1712168,25.20,34.47,36.43
1710,1713168,35.94,34.47,35.94
1711,1714168,25.20,44.73,26.66
1712,1715168,25.20,44.24,37.89
1713,1716168,34.96,34.47,27.64
1714,1717168,33.98,45.70,27.15
1715,1718168,24.71,34.96,37.40
1716,1719168,35.45,34.47,35.94
1717,1720168,35.45,34.47,35.94
1718,1721168,35.45,34.47,27.15
1719,1722168,34.96,49.12,27.15
1720,1723168,24.71,34.47,37.40
1721,1724168,39.36,34.47,36.91
1722,1725168,25.20,44.73,27.15
1723,1726168,24.71,44.73,41.31
1724,1727168,34.96,34.47,27.15
1725,1728168,24.71,33.98,37.89
1726,1729168,24.71,34.47,36.91
1727,1730168,24.22,44.73,27.15
1728,1731168,24.71,44.73,27.15
1729,1732168,35.45,33.98,25.68
1730,1733168,34.96,33.98,27.15
1731,1734168,24.71,33.50,37.89
1732,1735168,24.71,33.98,37.40
1733,1736168,24.22,33.98,37.40
1734,1737168,34.96,33.98,35.45
1735,1738168,34.96,33.50,27.15
1736,1739168,24.22,42.29,37.40
1737,1740168,24.22,33.50,37.40
1738,1741168,32.52,44.24,27.15
1739,1742168,24.22,43.75,26.17
1740,1743168,34.47,33.01,34.96
1741,1744168,24.22,42.77,36.43
1742,1745168,24.22,42.29,37.40
1743,1746168,33.50,44.24,27.15
1744,1747168,33.01,43.75,26.66
1745,1748168,34.47,33.50,36.43
1746,1749168,34.47,33.50,35.94
1747,1750168,24.22,42.77,37.89
1748,1751168,24.22,41.80,36.91
1749,1752168,24.22,32.52,37.89
1750,1753168,24.22,33.50,36.43
1751,1754168,34.47,33.50,35.94
1752,1755168,24.22,43.26,26.66
1753,1756168,23.73,42.77,37.40
1754,1757168,33.98,33.01,27.15
1755,1758168,33.01,44.24,26.66
1756,1759168,24.22,33.01,37.40
1757,1760168,23.73,43.75,27.15
1758,1761168,23.73,43.26,26.66
1759,1762168,34.47,33.01,27.15
1760,1763168,33.98,29.10,27.15
1761,1764168,23.73,33.01,37.40
1762,1765168,20.31,33.01,36.43
1763,1766168,23.73,43.75,26.66
1764,1767168,23.73,43.26,41.31
1765,1768168,23.73,42.77,37.40
1766,1769168,23.73,32.52,37.89
1767,1770168,23.73,33.01,37.40
1768,1771168,23.24,43.75,26.66
1769,1772168,23.73,42.77,26.17
1770,1773168,33.98,32.52,25.68
1771,1774168,33.98,32.52,26.17
1772,1775168,23.73,32.52,37.40
1773,1776168,32.03,43.75,26.66
1774,1777168,23.24,43.75,26.66
1775,1778168,34.47,32.52,35.94
1776,1779168,34.47,32.52,26.17
1777,1780168,23.73,40.82,37.40
1778,1781168,23.73,32.03,36.91
1779,1782168,32.03,43.75,26.66
1780,1783168,23.73,43.26,26.66
1781,1784168,23.73,43.26,26.66
1782,1785168,23.24,42.77,37.40
1783,1786168,23.73,40.82,37.40
1784,1787168,33.50,43.26,26.66
1785,1788168,31.54,43.75,26.66
1786,1789168,34.47,32.52,36.43
1787,1790168,33.98,32.52,34.96
1788,1791168,23.73,42.29,37.40
1789,1792168,33.98,32.52,26.66
1790,1793168,33.50,43.26,26.66
1791,1794168,23.24,32.52,37.40
1792,1795168,33.98,32.52,35.94
1793,1796168,23.73,42.77,26.66
1794,1797168,23.24,41.80,37.89
1795,1798168,33.50,32.03,26.66
1796,1799168,32.52,43.75,26.66
1797,1800168,32.52,43.26,26.66
1798,1801168,23.24,43.26,26.66
1799,1802168,23.24,41.80,25.68
1800,1803168,33.98,31.54,26.17
1801,1804168,33.50,31.54,26.17
1802,1805168,23.24,32.03,37.40
1803,1806168,23.24,32.03,36.91
1804,1807168,23.24,42.77,26.66
1805,1808168,34.47,32.03,25.68
1806,1809168,33.98,32.03,26.66
1807,1810168,23.24,31.05,37.40
1808,1811168,23.24,31.54,36.91
1809,1812168,22.75,42.77,26.66
1810,1813168,23.24,42.29,26.17
1811,1814168,33.50,31.54,25.68
1812,1815168,33.01,31.54,26.17
1813,1816168,33.50,31.54,26.17
1814,1817168,32.03,42.29,26.17
1815,1818168,22.27,42.29,26.17
1816,1819168,33.50,31.54,34.96
1817,1820168,33.50,31.54,23.73
1818,1821168,22.75,39.84,36.91
1819,1822168,22.75,31.05,37.40
1820,1823168,31.05,42.29,26.17
1821,1824168,38.38,31.05,35.94
1822,1825168,33.50,31.05,34.47
1823,1826168,22.75,40.82,41.80
1824,1827168,22.75,39.84,37.40
1825,1828168,32.52,43.26,26.17
1826,1829168,31.05,42.29,26.17
1827,1830168,35.45,31.05,35.45
1828,1831168,33.98,31.05,33.50
1829,1832168,33.50,31.05,33.98
1830,1833168,33.01,30.57,25.20
1831,1834168,32.03,41.80,25.20
1832,1835168,22.75,31.05,35.94
1833,1836168,33.98,30.57,34.96
1834,1837168,22.75,41.80,25.68
1835,1838168,22.75,40.33,36.91
1836,1839168,33.01,30.57,25.68
1837,1840168,22.75,30.57,36.91
1838,1841168,22.27,30.57,35.94
1839,1842168,22.27,41.80,25.68
1840,1843168,22.27,41.31,25.68
1841,1844168,33.50,30.57,25.68
1842,1845168,33.01,30.57,26.17
1843,1846168,22.75,30.57,36.91
1844,1847168,22.27,30.57,35.94
1845,1848168,21.78,30.57,36.43
1846,1849168,33.50,30.57,33.01
1847,1850168,33.50,30.57,25.68
1848,1851168,22.27,34.96,36.43
1849,1852168,22.27,30.08,36.43
1850,1853168,33.98,41.80,25.68
1851,1854168,22.27,41.80,25.68
1852,1855168,33.50,30.08,25.20
1853,1856168,22.27,39.84,36.91
1854,1857168,22.27,29.59,36.91
1855,1858168,31.05,41.80,25.68
1856,1859168,21.78,41.80,25.68
1857,1860168,33.50,30.08,33.98
1858,1861168,33.50,30.08,25.20
1859,1862168,22.27,39.36,37.40
1860,1863168,22.27,29.10,36.43
1861,1864168,22.27,30.08,36.43
1862,1865168,39.36,30.08,35.94
1863,1866168,33.50,30.08,33.98
1864,1867168,22.27,40.82,42.77
1865,1868168,22.27,38.87,36.43
1866,1869168,32.03,43.26,25.68
1867,1870168,30.57,41.80,25.68
1868,1871168,35.45,30.08,35.94
1869,1872168,22.27,40.82,25.68
1870,1873168,22.27,40.33,43.26
1871,1874168,33.01,30.08,25.68
1872,1875168,32.52,41.31,25.68
1873,1876168,22.27,30.08,35.94
1874,1877168,34.47,30.08,35.94
1875,1878168,22.27,41.31,25.68
1876,1879168,22.27,39.84,36.91
1877,1880168,22.27,39.84,36.91
1878,1881168,22.27,30.08,36.91
1879,1882168,22.27,30.08,35.94
1880,1883168,21.78,41.31,25.68
1881,1884168,22.27,40.82,25.68
1882,1885168,33.01,29.59,25.68
1883,1886168,32.52,30.08,25.68
1884,1887168,21.78,29.59,36.91
1885,1888168,30.08,41.31,25.68
1886,1889168,21.78,40.82,25.68
1887,1890168,33.01,29.59,32.52
1888,1891168,33.01,29.59,25.68
1889,1892168,21.78,37.89,36.91
1890,1893168,21.78,29.10,35.94
1891,1894168,28.61,40.82,25.20
1892,1895168,21.78,40.82,25.68
1893,1896168,21.78,40.82,25.20
1894,1897168,21.78,38.87,36.91
1895,1898168,21.78,43.75,36.91
1896,1899168,31.05,41.31,25.20
1897,1900168,20.31,41.31,25.20
1898,1901168,33.50,29.59,33.98
1899,1902168,33.01,29.59,24.71
1900,1903168,21.78,38.87,37.40
1901,1904168,32.03,29.10,25.20
1902,1905168,30.57,41.31,25.20
1903,1906168,39.36,29.10,35.94
1904,1907168,33.01,29.59,33.01
1905,1908168,21.78,39.84,42.77
1906,1909168,21.29,37.89,36.91
1907,1910168,32.03,47.17,25.20
1908,1911168,29.59,40.82,25.20
1909,1912168,29.10,40.82,25.20
1910,1913168,21.78,40.82,25.20
1911,1914168,21.29,39.84,42.29
1912,1915168,32.03,29.10,25.20
1913,1916168,31.54,43.26,25.20
1914,1917168,21.29,29.10,35.94
1915,1918168,35.45,29.10,34.96
1916,1919168,21.29,40.33,25.20
1917,1920168,32.52,29.10,25.20
1918,1921168,32.03,29.10,25.20
1919,1922168,21.29,29.10,36.43
1920,1923168,21.29,28.61,34.96
1921,1924168,20.80,39.84,24.22
1922,1925168,21.29,40.33,25.20
1923,1926168,32.52,28.61,24.71
1924,1927168,32.03,29.10,25.20
1925,1928168,32.03,29.10,24.71
1926,1929168,28.61,40.82,24.71
1927,1930168,20.80,40.33,24.71
1928,1931168,32.52,29.10,32.03
1929,1932168,32.03,29.10,24.71
1930,1933168,21.29,36.91,36.43
1931,1934168,20.80,29.10,36.43
1932,1935168,28.12,40.82,25.20
1933,1936168,32.52,28.61,33.98
1934,1937168,32.03,28.61,31.05
1935,1938168,21.29,38.38,35.94
1936,1939168,20.80,43.75,36.43
1937,1940168,30.57,40.82,24.71
1938,1941168,32.03,40.33,24.71
1939,1942168,32.52,28.61,33.50
1940,1943168,32.03,28.61,23.24
1941,1944168,32.52,28.61,24.71
1942,1945168,31.54,28.61,24.71
1943,1946168,29.59,40.33,24.71
1944,1947168,20.31,28.61,34.96
1945,1948168,32.03,28.61,33.98
1946,1949168,20.80,39.84,43.75
1947,1950168,20.80,36.91,35.94
1948,1951168,31.05,46.68,24.22
1949,1952168,20.31,28.12,34.96
1950,1953168,38.87,28.12,34.47
1951,1954168,20.80,39.84,24.22
1952,1955168,20.80,39.36,42.29
1953,1956168,32.03,28.12,24.22
1954,1957168,31.05,43.26,24.22
1955,1958168,20.80,28.12,35.45
1956,1959168,38.38,28.12,33.98
1957,1960168,32.03,28.12,33.98
1958,1961168,32.03,28.12,24.22
1959,1962168,31.54,28.12,24.22
1960,1963168,20.31,28.12,35.94
1961,1964168,20.31,28.12,34.96
1962,1965168,20.31,40.33,24.22
1963,1966168,20.31,39.84,24.22
1964,1967168,32.03,28.12,24.22
1965,1968168,20.31,35.94,34.96
1966,1969168,20.31,28.12,34.96
1967,1970168,28.12,39.84,23.73
1968,1971168,20.31,39.84,23.73
1969,1972168,32.03,28.12,31.05
1970,1973168,31.54,28.12,23.73
1971,1974168,20.31,35.94,34.96
1972,1975168,20.31,28.12,34.96
1973,1976168,20.31,28.12,35.45
1974,1977168,32.03,28.12,33.98
1975,1978168,32.03,27.64,30.57
1976,1979168,19.82,37.89,34.96
1977,1980168,19.82,35.94,34.96
1978,1981168,29.59,39.84,23.73
1979,1982168,26.66,39.36,23.24
1980,1983168,31.54,27.64,33.01
1981,1984168,20.31,38.87,23.73
1982,1985168,19.82,37.89,35.45
1983,1986168,31.05,27.64,23.73
1984,1987168,29.10,39.84,23.73
1985,1988168,18.85,27.64,34.47
1986,1989168,31.54,27.64,32.52
1987,1990168,19.82,38.87,22.75
1988,1991168,19.82,36.91,35.45
1989,1992168,19.82,35.94,35.45
1990,1993168,19.82,27.64,34.47
1991,1994168,21.29,27.64,34.96
1992,1995168,19.82,39.36,23.73
1993,1996168,19.82,38.38,41.80
1994,1997168,31.05,27.64,23.73
1995,1998168,30.57,46.68,23.73
1996,1999168,19.82,27.64,34.96
1997,2000168,19.34,39.36,23.24
1998,2001168,19.82,39.36,23.73
1999,2002168,31.05,27.64,21.78
2000,2003168,31.05,27.64,23.73
2001,2004168,19.82,27.15,34.96
2002,2005168,19.82,27.64,34.47
2003,2006168,17.87,39.84,23.73
2004,2007168,19.82,39.36,23.73
2005,2008168,19.82,38.87,23.73
2006,2009168,19.82,35.94,34.96
2007,2010168,19.34,26.66,34.96
2008,2011168,27.15,39.36,23.73
2009,2012168,19.34,38.87,22.75
2010,2013168,30.57,27.15,30.08
2011,2014168,31.05,27.64,23.24
2012,2015168,19.34,35.94,34.47
2013,2016168,30.08,39.84,23.24
2014,2017168,26.66,39.36,22.75
2015,2018168,31.05,27.15,32.52
2016,2019168,31.05,27.15,30.08
2017,2020168,19.34,37.89,34.47
2018,2021168,19.34,33.98,34.96
2019,2022168,29.10,39.36,22.75
2020,2023168,26.17,38.87,22.75
2021,2024168,15.92,38.87,22.75
2022,2025168,19.34,38.87,22.75
2023,2026168,18.85,36.91,34.47
2024,2027168,30.08,27.15,22.75
2025,2028168,28.12,39.36,22.75
2026,2029168,18.85,26.66,33.98
2027,2030168,30.57,26.66,32.52
2028,2031168,18.85,38.87,22.75
2029,2032168,31.05,26.66,22.75
2030,2033168,29.59,26.17,22.75
2031,2034168,18.85,26.66,34.47
2032,2035168,18.36,27.15,33.50
2033,2036168,18.85,38.87,22.75
2034,2037168,18.85,38.38,22.27
2035,2038168,30.08,26.66,22.75
2036,2039168,29.59,46.68,22.75
2037,2040168,29.59,43.26,22.75
2038,2041168,17.38,38.87,22.75
2039,2042168,18.85,38.87,22.75
2040,2043168,30.57,26.66,19.82
2041,2044168,30.08,26.66,22.27
2042,2045168,18.85,26.17,33.98
2043,2046168,18.36,26.66,33.50
2044,2047168,15.92,38.87,22.27
2045,2048168,30.08,26.66,30.08
2046,2049168,30.08,26.66,22.27
2047,2050168,18.36,34.96,34.47
2048,2051168,18.36,26.17,33.98
2049,2052168,26.17,38.87,22.27
2050,2053168,18.36,38.87,22.27
2051,2054168,30.08,26.66,30.08
2052,2055168,30.08,26.66,22.27
2053,2056168,30.08,26.66,22.27
2054,2057168,28.61,39.36,22.27
2055,2058168,26.17,38.87,22.27
2056,2059168,30.57,26.66,33.01
2057,2060168,30.08,26.17,30.08
2058,2061168,18.36,37.40,34.47
2059,2062168,17.87,33.98,33.98
2060,2063168,28.12,38.87,22.27
2061,2064168,17.87,26.17,33.98
2062,2065168,30.08,26.17,32.03
2063,2066168,17.87,37.89,22.27
2064,2067168,17.87,36.91,34.47
2065,2068168,29.10,26.17,22.27
2066,2069168,28.12,38.87,22.27
2067,2070168,17.87,26.17,33.98
2068,2071168,30.08,26.17,32.52
2069,2072168,29.59,25.68,30.08
2070,2073168,29.10,25.68,21.29
2071,2074168,28.61,26.17,22.27
2072,2075168,17.87,26.17,33.50
2073,2076168,16.89,26.17,33.01
2074,2077168,17.87,37.89,21.78
2075,2078168,17.87,37.89,23.24
2076,2079168,29.59,26.17,21.78
2077,2080168,17.38,24.22,33.01
2078,2081168,17.38,26.17,33.01
2079,2082168,15.43,37.89,21.29
2080,2083168,17.38,37.89,21.78
2081,2084168,29.10,26.17,20.31
2082,2085168,29.10,26.17,21.29
2083,2086168,17.38,24.22,33.01
2084,2087168,17.38,26.17,33.01
2085,2088168,17.38,25.68,33.50
2086,2089168,29.10,25.68,30.08
2087,2090168,28.61,25.68,19.82
2088,2091168,16.89,34.96,33.01
2089,2092168,17.38,23.73,33.50
2090,2093168,25.68,38.38,21.29
2091,2094168,15.92,37.89,21.29
2092,2095168,29.10,25.68,29.10
2093,2096168,16.89,36.91,41.80
2094,2097168,16.89,33.98,33.98
2095,2098168,28.12,43.26,21.29
2096,2099168,24.71,38.38,21.29
2097,2100168,31.54,25.68,31.54
2098,2101168,29.10,25.68,29.10
2099,2102168,16.89,35.94,35.45
2100,2103168,16.41,33.01,33.50
2101,2104168,16.89,32.52,33.50
2102,2105168,16.41,25.20,32.52
2103,2106168,29.10,25.20,31.05
2104,2107168,16.89,37.89,21.29
2105,2108168,16.41,36.43,35.45
2106,2109168,28.12,25.20,21.29
2107,2110168,27.15,37.89,21.29
2108,2111168,16.41,25.20,32.52
2109,2112168,16.41,37.89,21.29
2110,2113168,16.41,37.40,21.29
2111,2114168,28.61,25.20,21.29
2112,2115168,28.12,25.20,21.29
2113,2116168,16.41,25.20,33.50
2114,2117168,16.41,25.20,33.01
2115,2118168,16.41,37.89,20.80
2116,2119168,16.41,36.91,21.29
2117,2120168,26.17,37.89,21.29
2118,2121168,16.41,32.03,33.01
2119,2122168,16.41,25.20,33.50
2120,2123168,22.27,37.40,20.80
2121,2124168,16.41,37.40,20.80
2122,2125168,28.12,25.20,28.12
2123,2126168,27.64,25.20,21.29
2124,2127168,15.92,31.05,33.01
2125,2128168,26.17,37.40,21.29
2126,2129168,26.17,37.40,20.80
2127,2130168,28.12,24.71,31.05
2128,2131168,28.12,24.71,18.36
2129,2132168,15.92,34.47,32.52
2130,2133168,15.92,22.27,32.03
2131,2134168,24.71,37.89,20.80
2132,2135168,14.45,37.89,20.80
2133,2136168,14.94,37.40,20.80
2134,2137168,15.43,36.91,25.20
2135,2138168,15.92,33.98,33.01
2136,2139168,26.66,46.19,20.31
2137,2140168,24.22,37.40,20.31
2138,2141168,36.91,24.71,31.54
2139,2142168,27.64,24.71,29.10
2140,2143168,15.43,36.43,41.80
2141,2144168,27.64,24.71,20.31
2142,2145168,26.17,43.26,20.31
2143,2146168,15.43,24.22,32.03
2144,2147168,27.64,24.22,31.05
2145,2148168,15.43,36.43,19.82
2146,2149168,15.43,35.45,35.45
2147,2150168,27.15,24.22,19.82
2148,2151168,26.17,37.40,19.82
2149,2152168,24.71,36.43,19.82
2150,2153168,14.94,36.43,19.82
2151,2154168,15.43,36.43,19.82
2152,2155168,27.15,23.73,19.82
2153,2156168,26.66,23.73,19.82
2154,2157168,14.94,23.73,31.54
2155,2158168,14.94,23.73,31.05
2156,2159168,14.94,36.43,19.34
2157,2160168,27.15,23.73,26.17
2158,2161168,27.15,23.73,19.34
2159,2162168,14.45,30.57,32.03
2160,2163168,14.94,23.24,31.05
2161,2164168,20.80,36.43,19.34
2162,2165168,14.94,36.43,19.34
2163,2166168,27.64,23.73,25.20
2164,2167168,26.66,23.73,19.34
2165,2168168,27.15,23.24,19.34
2166,2169168,24.71,36.91,19.34
2167,2170168,20.31,36.43,19.34
2168,2171168,27.15,23.24,29.59
2169,2172168,27.15,23.24,30.08
2170,2173168,14.45,33.50,32.03
2171,2174168,14.45,35.94,33.50
2172,2175168,25.20,37.40,19.34
2173,2176168,20.80,23.24,32.03
2174,2177168,28.61,23.24,30.08
2175,2178168,14.45,34.96,41.31
2176,2179168,14.45,33.01,31.54
2177,2180168,25.68,44.73,18.85
2178,2181168,23.24,35.45,18.85
2179,2182168,35.94,22.75,30.08
2180,2183168,26.17,23.24,28.12
2181,2184168,26.17,22.75,26.66
2182,2185168,26.17,22.75,18.85
2183,2186168,25.68,44.73,18.85
2184,2187168,13.96,22.75,30.08
2185,2188168,35.45,22.75,29.59
2186,2189168,13.96,34.96,18.36
2187,2190168,13.96,33.98,35.45
2188,2191168,25.68,22.75,18.36
2189,2192168,13.96,22.27,30.08
2190,2193168,13.96,22.27,30.08
2191,2194168,12.99,35.45,18.85
2192,2195168,13.96,34.96,18.36
2193,2196168,26.17,22.75,18.36
2194,2197168,25.68,22.75,18.36
2195,2198168,13.96,22.75,30.57
2196,2199168,13.96,22.27,31.05
2197,2200168,18.85,22.75,30.08
2198,2201168,26.17,22.27,25.20
2199,2202168,25.68,22.27,18.36
2200,2203168,13.96,30.08,31.05
2201,2204168,13.48,22.27,30.57
2202,2205168,20.31,35.45,18.36
2203,2206168,13.48,35.45,18.36
2204,2207168,26.17,22.27,24.71
2205,2208168,13.48,33.01,30.57
2206,2209168,13.48,28.61,30.57
2207,2210168,24.22,35.45,18.36
2208,2211168,20.31,34.96,18.36
2209,2212168,25.68,22.27,29.10
2210,2213168,26.17,22.27,24.22
2211,2214168,13.48,32.52,30.57
2212,2215168,13.48,28.12,30.57
2213,2216168,13.48,21.29,31.05
2214,2217168,14.45,22.27,30.57
2215,2218168,25.68,22.27,28.12
2216,2219168,12.99,34.47,19.34
2217,2220168,12.99,32.03,31.54
2218,2221168,24.22,25.68,18.36
2219,2222168,22.27,34.47,17.87
2220,2223168,16.89,21.78,29.10
2221,2224168,12.99,34.47,17.87
2222,2225168,12.99,33.98,40.33
2223,2226168,24.71,21.78,17.87
2224,2227168,24.22,44.24,17.87
2225,2228168,12.50,21.78,30.08
2226,2229168,35.45,21.78,28.61
2227,2230168,12.50,34.47,17.87
2228,2231168,12.50,33.98,40.82
2229,2232168,12.50,32.52,31.05
2230,2233168,12.50,20.31,30.57
2231,2234168,12.50,21.78,30.08
2232,2235168,12.50,34.47,17.87
2233,2236168,12.50,34.47,17.87
2234,2237168,25.20,21.78,16.41
2235,2238168,24.71,21.78,17.87
2236,2239168,12.50,20.80,30.57
2237,2240168,20.80,34.96,17.87
2238,2241168,12.50,34.47,17.87
2239,2242168,25.20,21.78,25.20
2240,2243168,25.20,21.29,17.87
2241,2244168,12.50,29.10,30.08
2242,2245168,12.50,21.78,30.57
2243,2246168,19.34,34.96,17.87
2244,2247168,12.50,34.47,17.87
2245,2248168,12.50,33.98,17.87
2246,2249168,12.01,33.01,31.05
2247,2250168,12.50,28.12,30.08
2248,2251168,22.75,34.47,17.38
2249,2252168,18.36,34.47,16.89
2250,2253168,24.71,20.80,28.12
2251,2254168,24.71,21.29,24.22
2252,2255168,12.01,32.52,31.05
2253,2256168,24.22,21.29,17.38
2254,2257168,22.27,34.47,17.38
2255,2258168,12.01,21.29,29.10
2256,2259168,24.71,21.29,28.12
2257,2260168,12.01,33.98,19.34
2258,2261168,11.52,32.03,30.08
2259,2262168,23.73,23.24,16.89
2260,2263168,21.29,33.98,17.38
2261,2264168,20.31,33.98,17.38
2262,2265168,11.52,33.98,17.38
2263,2266168,11.52,33.01,22.27
2264,2267168,24.22,20.80,17.38
2265,2268168,22.75,25.68,17.38
2266,2269168,11.52,20.80,29.59
2267,2270168,17.38,20.80,28.61
2268,2271168,11.52,33.98,16.89
2269,2272168,24.22,20.80,15.43
2270,2273168,23.24,20.80,16.89
2271,2274168,11.52,18.36,30.08
2272,2275168,11.52,20.80,28.61
2273,2276168,9.08,33.98,16.89
2274,2277168,11.04,33.50,16.89
2275,2278168,24.22,20.31,15.43
2276,2279168,23.73,20.80,16.89
2277,2280168,23.24,20.31,16.89
2278,2281168,20.31,33.98,16.89
2279,2282168,20.31,33.98,16.41
2280,2283168,23.73,19.82,24.22
2281,2284168,23.73,20.31,16.41
2282,2285168,11.04,28.61,29.59
2283,2286168,11.04,20.31,29.10
2284,2287168,19.34,33.98,16.41
2285,2288168,23.73,20.31,28.12
2286,2289168,23.73,20.31,24.22
2287,2290168,10.55,32.03,29.59
2288,2291168,10.55,28.12,29.10
2289,2292168,21.78,33.50,16.41
2290,2293168,17.38,33.50,16.41
2291,2294168,23.24,20.31,28.12
2292,2295168,22.75,20.31,23.24
2293,2296168,23.24,19.82,20.31
2294,2297168,22.27,19.82,16.41
2295,2298168,21.29,33.50,16.41
2296,2299168,10.55,19.82,28.12
2297,2300168,22.75,19.82,27.15
2298,2301168,10.55,32.52,16.41
2299,2302168,10.55,31.05,29.59
2300,2303168,22.75,20.31,16.41
2301,2304168,10.55,19.82,28.61
2302,2305168,10.55,19.82,28.61
